communityname,state,countyCode,communityCode,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
NewBrunswickcity,NJ,23,51210,1,41711,3.28,29.58,57.37,3.96,19.33,29.2,49.87,35.94,8.48,41711,100,28289,78.65,0.72,33.31,25,10.16,11.84,32966,11252,12735,9591,12237,9675,7729,7647,7561,21.96,15.92,34,23.41,8.85,57.84,15.94,32.03,15.01,23.85,7.62,61.76,9.73,8.74,3.25,50.14,42.94,59.12,44.96,67.51,73.06,2757,12.96,6989,24.7,37.73,50.91,63.13,4.14,6.32,8.53,10.58,72.41,7.03,10.59,6.86,2.7,2.71,2.69,32.54,10.53,65.85,2,845,93.77,32.33,7.46,31.01,1949,8.98,1.69,95600,126700,157000,61400,407,569,723,316,640,29.9,28,18.9,105,17,16.76,50.29,38.48,60.05,83.44,124,298.94,114,274.83,50000,120540,403.2,298.9,74.3,83.06,10.48,4.84,1.61,16.94,6,11,77.4,5.4,7709.4,12.35,49,6741975,91.94,0,4.84,162535.59,5,12.05,18,43.39,311,749.76,289,696.72,797,1921.41,1959,4722.76,337,812.44,19,45.81,1501.93,7502.41
Houmacity,LA,?,?,1,30495,2.86,24.96,71,0.77,1.41,14.7,26.81,12.76,10.83,30495,100,19397,69.39,0.58,29.9,29.68,12.93,14.56,23708,9790,11957,4412,3739,7951,3798,8340,7908,26.41,19.02,37.41,12.55,8.38,49.62,6.09,26.11,16.34,23.43,10.45,28.56,13.2,11.92,3.33,67.57,60.66,65.9,68.82,45.83,52.3,1638,5.69,240,0,3.33,7.5,27.08,0,0.03,0.06,0.21,86.08,1.04,8.02,6,2.82,2.87,2.73,65.71,7.19,43.93,3,818,92.87,64.51,6.72,60.51,1962,8.66,0.64,37000,53700,74300,37300,148,218,293,145,319,28.6,20.9,13,58,0,0.79,87.5,58.39,92.72,96.99,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14,2172,0.18,?,?,?,?,0,?,5,15.87,14,44.43,78,247.56,360,1142.6,296,939.47,856,2716.86,98,311.04,4,12.7,1450.47,3980.07
EastPaloAltocity,CA,?,?,1,23451,3.37,42.94,31.69,9.6,36.36,16.11,33.41,16.36,5.26,23451,100,29206,84.81,0.43,24.67,18.14,16.44,11.1,31319,9968,11102,10211,9729,10094,6885,6391,4072,17.55,21.02,39.39,15.6,10.6,61.09,19.8,27.79,15.12,19.75,11.75,45.54,18.11,14.87,4.01,56.09,50.69,68.36,69.39,68.06,70.88,1825,10.41,7038,20.69,37.48,49.77,61.86,6.21,11.25,14.94,18.57,59.43,14.8,22.89,15.6,3.31,3.57,3.12,45.01,27.9,69.46,2,398,94.59,41.71,10.3,37.44,1958,4.77,0.49,129200,159700,190200,61000,431,532,643,212,586,30.4,24.3,12.9,57,64,30.01,41.26,49.67,74.38,87.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.6,8883,8.38,?,?,?,?,0,?,4,15.4,11,42.35,194,746.87,400,1539.94,367,1412.9,388,1493.74,294,1131.86,37,142.44,2344.56,4180.94
Brentwoodcity,TN,?,?,1,16392,3.11,1.59,96.96,1.3,0.5,17.02,22.02,10.85,5.52,16392,100,70287,88.78,1.65,67.16,12.66,1.63,11.63,74736,27417,27568,23433,0,20798,0,9536,227,1.39,0.72,4.95,54.34,3.1,66.76,13.89,28.41,2.79,51.44,3.38,21.3,6.17,4.82,3.29,92.24,90.37,96.53,93.44,49.59,56.24,46,0.45,487,23,27.52,34.7,41.48,0.68,0.82,1.03,1.23,96.58,0.44,3.35,3.01,3.09,3.12,2.74,93.74,0.21,5.93,4,238,95.68,92.93,0.42,26.05,1979,0,0,140900,179400,242500,101600,507,717,1001,494,807,28.2,21.1,11.8,0,0,2.97,41.87,47.37,55.72,73.85,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,30.1,544.6,0.45,?,?,?,?,0,?,1,4.63,8,37.07,2,9.27,3,13.9,85,393.92,397,1839.84,22,101.96,0,0,64.88,2335.71
LeagueCitycity,TX,?,?,1,30159,2.85,5.13,88.12,2.32,11.74,13.74,27.49,11.16,4.23,29967,99.49,45043,92.17,1.01,46.08,10.49,1.82,8.14,48162,17932,18626,14520,19782,13588,9323,8996,1471,4.92,3.66,10.8,32.3,3.09,74.05,21.92,23.71,8.7,37.42,8.66,24.64,12.41,10.54,3.23,84.23,82.29,93.76,82.8,58.23,67.24,187,0.98,1763,8.11,15.43,29.38,49.46,0.47,0.9,1.72,2.89,86.97,2.02,4.27,3.4,2.84,2.96,2.52,74.17,4.31,28,3,795,93.01,70.96,2.14,37.36,1981,3.13,0.58,56500,69100,92000,35500,357,457,569,212,555,22.1,20.6,12,0,2,5.85,53.83,40.8,61.39,85.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,53.3,566.3,1.2,?,?,?,?,0,?,0,0,9,23.81,14,37.04,26,68.79,333,881,884,2338.75,92,243.4,0,0,129.64,3463.15
NewIberiacity,LA,?,?,1,31828,2.86,33.32,64.22,1.97,2.28,15.81,27.77,13.33,11.31,0,0,18506,69.44,0.57,25.37,28.47,14.23,12.76,21610,8740,10816,4952,9956,4702,20369,10001,8996,28.67,23.72,42.88,9.88,13.03,49.77,14.46,19.25,21.57,17.68,10.26,30.07,13.58,12.05,3.36,64.43,58.17,67.61,62.3,60.12,65.39,2067,7.04,764,10.08,10.08,15.31,62.43,0.24,0.24,0.37,1.5,79.12,1.77,8.76,6.48,2.82,2.81,2.83,60.93,8.11,51.71,2,1283,89.67,61.12,5.14,53.16,1962,10.32,1.01,31400,46700,67500,36100,123,193,264,141,291,27.2,19.4,13.3,2,0,2.4,89.21,60.27,90.66,96.49,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.5,3024.3,0.29,?,?,?,?,0,?,2,5.91,16,47.24,49,144.68,50,147.63,528,1558.99,1396,4121.88,86,253.93,?,?,345.46,?
Astontownship,PA,45,3336,1,15080,2.93,0.36,99.14,0.41,0.52,14.13,25.04,11.62,11.65,15080,100,44083,82.63,1.93,58.48,27.68,4.84,19.82,46833,16176,16165,20783,35463,16641,585,9802,470,3.15,6.68,19.5,20.47,3.4,67.85,22.33,22.52,12.76,27.78,6.16,27.77,7.81,7.02,3.26,84.63,83.13,94.46,83.5,66.67,77.18,87,0.81,359,2.23,7.24,7.24,7.24,0.05,0.17,0.17,0.17,95.22,0.39,5.2,4.29,2.89,2.97,2.23,91.48,0.97,25.05,3,111,97.89,88.99,1.8,33.33,1961,0.78,0,101300,127600,154600,53300,394,450,507,113,536,24,20.4,12.3,0,0,2.38,85.82,69.64,92.93,96.32,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.9,2534.6,1.82,?,?,?,?,0,?,0,0,5,32.6,6,39.12,30,195.61,52,339.05,218,1421.4,32,208.65,6,39.12,267.33,2008.22
GloucesterCitycity,NJ,7,26820,1,12649,2.75,0.23,99.11,0.4,0.97,13.31,26.67,12.53,14.13,12649,100,28998,75.33,0.39,35.35,35.22,8.84,21.51,35419,12256,12244,4267,34620,9198,16000,11592,1154,9.18,12.78,36.6,6.44,5.92,59.34,23.5,18.66,20.82,16.38,11.28,33.16,12.77,12.07,3.28,68.56,63.23,76.27,82.54,47.81,64.06,375,3.68,235,3.4,3.4,5.96,5.96,0.06,0.06,0.11,0.11,95.87,0.42,7.7,5.46,2.74,2.83,2.5,75.89,2.11,38.69,3,333,93.25,73.55,30.03,72.37,1939,5.46,0.73,45100,63100,84700,39600,308,383,441,133,455,30.3,20.4,15.2,26,0,1.86,74.91,67.4,91.99,96.41,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2.3,5549.8,3.17,?,?,?,?,0,?,0,0,5,40.23,7,56.32,8,64.37,104,836.82,249,2003.54,39,313.81,0,0,160.93,3154.17
Shalertownship,PA,3,69584,1,30533,2.63,0.22,98.95,0.7,0.45,10.86,22.15,10.31,14.78,30533,100,36972,78.49,0.21,60.89,32.15,2.63,20.91,41173,16029,16034,22291,10500,14612,11771,20930,900,2.95,5.82,17.7,21.18,3.8,62.67,14.45,26.16,10.02,30.26,4.92,24.86,6.38,5.69,3.03,88.04,86.71,95.36,90.67,59.78,67.81,95,0.41,818,14.18,16.99,19.93,23.11,0.38,0.46,0.53,0.62,94.15,0.32,3.06,2.39,2.62,2.71,2.08,88.74,0.49,26.49,3,221,98.13,85.79,1.81,34.84,1958,0.4,0.22,58400,71200,90000,31600,305,375,426,121,460,21.8,19.9,13.6,0,0,2.68,90.15,73.57,94.82,96.58,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.5,2653.4,6.1,?,?,?,?,0,?,0,0,1,3.22,4,12.88,20,64.4,46,148.12,293,943.46,44,141.68,1,3.22,80.5,1236.48
Arnoldcity,MO,?,?,1,18828,2.83,0.14,99.16,0.29,0.91,14.73,28.34,13.54,7.71,18828,100,34179,84.66,0.84,38.22,21.61,2.87,14.1,36222,12689,12721,6000,8977,19400,7032,9363,1001,5.38,13.23,28.19,9.17,5.69,67.52,19.36,19.13,17.15,19.51,9.44,25.33,12.8,11.17,3.17,77.99,74.84,86.9,77.08,67.35,74.27,102,0.72,107,6.54,6.54,6.54,6.54,0.04,0.04,0.04,0.04,97.73,0.38,4.39,3.48,2.81,2.85,2.66,79.68,2.34,37.47,3,322,95.39,78.54,0.31,29.19,1968,2.57,0.34,54800,65700,76500,21700,305,369,428,123,465,25.2,17.4,11.9,0,0,0.57,79.93,58.72,75.47,94.05,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11.7,1615.9,0.79,?,?,?,?,0,?,1,4.94,2,9.87,10,49.37,68,335.69,99,488.72,501,2473.22,31,153.03,4,19.75,399.86,3134.72
Goshentownship,OH,25,31010,1,12697,2.99,0.44,99.17,0.17,0.22,14.78,28.07,12.93,6.4,5987,47.15,31617,87.45,1.48,30.2,21.19,4.92,13.23,32658,11216,11224,14904,2166,0,15000,15000,1060,8.41,12.41,37.21,6.79,5.71,65.42,30.99,14.35,27.07,13.91,8.77,22.51,11.21,10.01,3.26,82.92,78.62,85.89,84.85,62.42,68.66,131,1.33,27,0,33.33,33.33,33.33,0,0.07,0.07,0.07,98.57,0.08,4.87,4.19,2.99,2.98,3,88.92,2.73,30.41,3,130,97.03,88.97,2.31,43.08,1973,3.41,0.57,49900,62000,76600,26700,238,293,377,139,408,24.1,19.4,11.6,0,0,0.21,74.45,59.15,79.11,94.06,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,35.7,355.3,0.78,?,?,?,?,0,?,0,0,1,7.67,1,7.67,7,53.66,65,498.31,139,1065.62,16,122.66,1,7.67,69,1694.27
Chestercity,PA,45,13208,1,41856,2.88,65.17,32,0.39,3.77,16.52,29.11,15.68,12.58,41856,100,20864,68.64,0.4,20.29,33.59,19.65,16.98,24893,9115,11791,7974,6542,9257,4175,3870,10092,25.16,13.42,37.84,7.68,12.4,50.54,17.85,33.55,18,16.68,13.22,46.27,15.42,14.44,3.38,40.76,34.16,52.22,44.5,65.09,69.12,6192,17.78,852,7.16,12.21,22.89,27,0.15,0.25,0.47,0.55,91.8,0.94,10.09,6.89,2.74,2.84,2.63,55.04,5.91,39.95,3,1975,88.04,53.11,35.34,59.85,1944,8.36,0.72,28200,38400,52000,23800,167,291,392,225,392,29.3,20.4,17,113,1,2.04,75.9,60.94,89.22,92.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,8345.8,12.81,?,?,?,?,0,?,28,70.83,53,134.07,538,1360.92,1309,3311.24,958,2423.35,1494,3779.22,953,2410.71,62,156.83,4877.06,8770.11
UnionCitycity,TN,?,?,1,10513,2.44,21.14,78.28,0.22,0.48,15.3,26.55,13.47,15.25,0,0,20745,70.75,1.97,29.58,34.77,9.65,13.51,27195,11784,13507,5446,0,2912,28259,10691,1763,17.18,14.76,35.01,11.45,7.56,54.95,34.12,18.73,27.95,18.53,9.72,24.69,12.76,11.41,2.96,69.47,64.99,83.69,71.41,62.08,69.35,324,3.79,31,0,0,25.81,25.81,0,0,0.08,0.08,98.33,0.33,3.15,2.18,2.39,2.49,2.26,59.31,2.28,52.26,2,304,93.4,56.96,1.64,45.07,1962,9.99,0.46,35000,48800,70400,35400,137,216,278,141,301,24.6,18.8,13.3,0,0,0.29,70.01,56.88,83.12,91.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9.1,1158.3,0,?,?,?,?,0,?,1,9.1,7,63.69,12,109.19,81,737.03,266,2420.38,706,6424.02,31,282.07,7,63.69,919.02,9190.17
Tampacity,FL,?,?,1,280015,2.44,25.05,70.9,1.35,15,13,27.51,13.44,13.15,280015,100,22772,75.21,0.42,32.56,28.72,9.46,14.7,27662,13277,15785,6841,10172,10037,8192,10142,52557,19.44,11.47,29.37,18.7,6.54,60.13,9.91,23.42,13.4,25.73,15.01,34.1,18.14,16.66,3.01,58.62,51.4,63.27,60.73,63.78,70.03,15174,7.25,22291,8.89,15.67,22.85,35.71,0.71,1.25,1.82,2.84,82.17,3.17,5.15,3.13,2.35,2.46,2.22,57.93,6.03,59.72,2,14881,88.52,55.46,5.31,31.03,1963,10.12,0.71,43000,59000,86800,43800,236,334,416,180,408,27.2,21.9,13,423,140,7.96,44.91,47.85,77.94,84.29,824,284.25,737,254.24,631254,217762.41,766.1,284.3,94.2,76.33,11.77,11.29,0.24,23.3,41,14,67.3,112.6,2487.1,3.3,644,49266060,89.44,10,4.98,169952.09,43,14.83,247,85.21,2965,1022.83,6124,2112.58,8987,3100.23,18534,6393.64,8473,2922.91,214,73.82,3235.45,12490.6
Dallascity,TX,?,?,1,1006877,2.5,29.5,55.3,2.18,20.88,13.17,31.03,14.35,8.72,1006831,100,27489,82.88,0.86,34.27,19.32,5.77,9.85,31925,16300,22898,8444,10048,12628,6433,7093,177790,17.97,12.32,26.55,27.12,7.43,65.59,14.1,20.4,13.63,28.29,13.17,37.01,17.88,15.58,3.24,63.68,57.49,75.51,64.88,61.35,67.59,49587,7.28,125862,15.56,27.63,41.44,58.2,1.94,3.45,5.18,7.27,77.83,6.13,9.13,5.42,2.46,2.7,2.28,48.31,9.76,65.16,2,63540,86.35,44.1,12.32,33.53,1968,8.02,0.57,50600,78800,137200,86600,307,375,469,162,426,24.2,21.1,13,1200,293,12.5,59.5,44.14,79.44,88.73,2635,252.86,2083,199.89,1532490,147059.59,581.6,252.9,77,77.27,15.48,6.22,0,16.43,90,9,98.7,354.7,2838.4,6.68,895,152097264,79.05,5,3.42,145954.3,317,30.42,1000,95.96,7420,712.03,9439,905.78,20975,2012.79,54183,5199.46,17465,1675.96,1324,127.05,1744.19,9015.27
Searcycity,AR,?,?,1,15180,2.9,4.72,93.97,0.46,1.1,23.54,37.19,25.92,14.14,0,0,20859,70.42,1.88,37.61,33.69,7.4,16.11,27372,11454,11005,22136,4557,10478,1105,2498,2197,17.5,13.16,28.18,21.71,5.51,50.94,15.65,36.71,16.27,29.28,6.9,35.19,9.61,8.35,2.86,75.13,73.01,87.05,71.15,58.48,70.43,129,1.2,172,57.56,76.16,80.81,84.3,0.65,0.86,0.92,0.96,96.35,0.53,2.15,1.56,2.38,2.48,2.22,62.29,1.49,44.83,3,332,94.04,59.66,2.11,23.8,1972,7.9,0.34,41300,54900,71700,30400,163,219,285,122,314,28.5,20.3,13.7,0,0,1.13,55.94,37.99,64.47,75.57,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14.1,1076,0.49,?,?,?,?,0,?,0,0,6,32.78,4,21.86,4,21.86,109,595.56,580,3169.05,43,234.95,0,0,76.49,3999.56
Bellinghamcity,WA,?,?,1,52179,2.46,0.79,93.76,2.78,2.41,19.04,35.4,23.07,12.01,52278,100,24714,75.72,0.56,49.07,25.42,6.3,16.37,33705,13698,13902,6082,12067,12411,5894,8598,8033,16.68,5.02,14.77,28.16,4.73,61.09,12.22,27.81,12.03,27.08,10.27,41.41,13.49,11.97,2.87,69.13,68.05,79.81,72.68,57.71,69.73,731,2.3,3716,15.53,22.6,27.66,36.3,1.11,1.61,1.97,2.59,93.27,1.45,3.3,1.91,2.27,2.46,2.07,55.2,2.78,58.52,2,925,95.82,50.94,2.38,26.05,1962,2.66,0.33,66600,89100,129000,62400,287,371,458,171,426,29.1,19.4,11.9,131,13,7.11,52.17,36.71,65.63,86.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,22.8,2287.7,3.14,?,?,?,?,0,?,2,3.44,45,77.51,44,75.78,106,182.57,6898,11881.02,3179,5475.46,261,449.54,31,53.39,339.31,17859.42
BullheadCitycity,AZ,?,?,1,21951,2.49,0.52,95.28,0.72,6.5,9.48,19.57,9.11,20.05,0,0,24814,70.72,0.49,33.91,37.07,5.39,26.49,28293,12486,12644,9302,11326,9319,7992,8864,2749,12.8,5.73,27.56,10.13,6.64,53.26,3.15,12.46,9.13,17.34,15.44,19.23,15.78,15.61,2.71,70,63.4,81.57,77.81,61.43,74.27,179,0.97,881,12.71,18.62,25.2,28.38,0.51,0.75,1.01,1.14,93.57,0.94,3.48,2.43,2.33,2.2,2.55,58.92,4.62,66.15,2,4629,65.59,62.43,0.35,21.86,1979,15.04,0.31,75500,97400,139700,64200,351,423,522,171,529,29.1,23.9,13.4,8,0,4.01,9.69,32.66,50.56,54.64,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,44.6,491.9,1.02,?,?,?,?,0,?,1,3.56,9,32,32,113.76,185,657.68,565,2008.6,1296,4607.34,185,657.68,19,67.55,807,7341.18
CulverCitycity,CA,?,?,1,38793,2.4,10.38,69.22,12.04,19.76,10.37,24.22,11.12,11.95,38793,100,42971,80.82,0.84,51.46,21.08,4.22,13.44,50411,21471,22991,21042,14565,19631,11713,11855,2542,6.68,6.29,15.85,35.03,4.13,67.93,13.71,29.99,7.23,39.76,11.37,36.05,16.73,14.22,2.98,69.39,67.27,82.6,65.9,57.4,67.12,772,3.27,9121,12.51,19.23,29,39.09,2.94,4.52,6.82,9.19,69.72,5.4,5.11,3.09,2.34,2.37,2.3,56.33,8.5,69.76,2,777,95.41,55.53,3.99,20.72,1958,0.59,0.44,262800,328900,386100,123300,566,730,932,366,788,28.5,24,11.4,84,0,23.51,39.89,53.61,87.45,90.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5.3,7336,4.33,?,?,?,?,0,?,4,10.13,7,17.73,305,772.48,52,131.7,406,1028.29,1450,3672.47,469,1187.85,1,2.53,932.05,5891.14
Newbergcity,OR,?,?,1,13086,2.88,0.24,96.06,1.28,6.14,16.23,29.02,14.85,11.41,0,0,26974,77.97,0.81,39.62,24.43,5.79,14.86,30683,11413,11515,9739,14113,11047,6062,5636,1320,10.71,7.77,20.89,18.81,4.35,64.72,25.9,22.35,15.83,22.66,9.61,27.29,13.14,11.49,3.16,72.8,71.79,87.7,80.1,65.5,68.88,106,1.06,591,13.71,35.36,40.78,45.01,0.62,1.6,1.84,2.03,92.51,1.64,5.38,4.01,2.71,2.77,2.62,60.04,4.16,45.39,3,131,97.2,58.7,1.53,21.37,1972,4.78,0.47,48500,59200,72100,23600,265,348,400,135,411,24.3,20.8,12.5,18,0,4.52,48.16,38.74,65.68,84.94,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4.3,3015.2,0.68,?,?,?,?,0,?,0,0,5,33.58,3,20.15,27,181.32,91,611.11,527,3539.05,28,188.03,6,40.29,235.04,4378.48
Readingcity,PA,11,63624,1,78380,2.5,9.71,78.64,1.42,18.48,13.96,28.24,14.44,15,78380,100,22112,70.92,0.23,35.07,33.29,11.99,17.34,27277,11041,12217,8460,17292,6953,4718,5151,14857,19.41,16.1,41.57,8.52,8.63,56.74,29.52,19.46,26.73,15.93,12.3,35.98,15.56,14.07,3.1,55.5,49.62,60.51,59.62,59.54,64.73,5395,8.86,3362,17.85,28.82,40.04,46.82,0.77,1.24,1.72,2.01,79.15,5.07,6.74,4.2,2.44,2.55,2.3,58.42,4.07,44.82,3,2873,91.62,55.92,9.05,42.15,1939,6.52,0.75,27500,37700,52900,25400,217,292,374,157,352,26.7,17.4,13.5,172,0,4.29,76.71,55.06,86.36,90.72,158,201.59,136,173.52,59771,76262.8,378.3,201.6,82.44,96.2,1.9,1.27,0.63,3.8,10,9,228.2,10.1,7732.5,7.29,53,8284513,86.08,10,6.33,105703.5,6,7.66,42,53.59,555,708.13,334,426.16,1521,1940.67,3362,4289.63,585,746.41,52,66.35,1195.53,7043.06
Rustoncity,LA,?,?,1,20027,2.89,33.9,63.88,1.61,1.31,29.58,46.46,34.87,9.8,0,0,17826,73.04,1.82,33.95,23.83,7.7,12.38,27707,9610,11998,5156,4138,8163,9927,5335,5036,30.26,8.95,21.53,33.99,10.69,47.49,10,40.94,9.92,34.21,5.4,55.02,9.28,7.37,3.1,65.83,58.82,77.92,70.24,64.04,68.77,1031,8.68,644,27.48,45.96,58.7,65.37,0.88,1.48,1.89,2.1,94.19,0.78,5.44,3.26,2.41,2.6,2.21,53.9,3.42,50.28,2,736,90.4,49.81,4.21,41.98,1968,8.41,0.48,40700,59100,84600,43900,185,261,326,141,329,32.5,19,12.2,0,0,3.22,69.38,40.08,60.91,86.15,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17.9,1118.3,0.28,?,?,?,?,0,?,0,0,1,4.94,38,187.67,223,1101.34,291,1437.18,1519,7501.98,32,158.04,4,19.76,1293.95,9116.95
Richmondcity,CA,?,?,1,87425,2.67,43.76,36.18,11.83,14.52,13.22,26.57,12.67,10.49,87425,100,32165,76.1,0.48,33.3,23.99,15.69,17.29,36657,14630,20133,11156,11167,13797,9976,10696,13909,16.1,9.43,23.31,22.15,9.43,58.46,11.16,26.97,12.34,27.63,13.3,36.25,18.5,16.07,3.22,54.71,49.56,64.48,57.97,60.93,67.87,5014,7.61,13613,14.69,25.29,35.8,49.9,2.29,3.94,5.57,7.77,77.6,5,8.56,5.77,2.63,2.68,2.58,55.41,9.88,60.13,2,1783,94.84,54.47,9.87,26.02,1957,3.37,0.66,101200,144300,194000,92800,371,506,645,274,566,29.6,24.3,12.1,186,130,15.57,50.88,51.11,74.41,91.6,179,202.52,153,173.1,160000,181024.09,893.9,202.5,79.2,54.75,27.93,10.06,5.03,43.02,29,8,125,30.8,2838.8,13.14,68,13993299,85.47,10,16.2,158320.3,52,58.83,82,92.77,977,1105.38,1752,1982.21,2153,2435.91,3786,4283.48,1460,1651.85,112,126.72,3239.2,8497.95
Methuentown,MA,9,40675,1,39990,2.73,1.02,94.74,1.31,5.18,12.69,24.89,11.58,14.98,37998,95.02,37701,75.95,0.54,44.43,32.69,6.21,19.94,44901,15598,15945,12837,17918,12791,6282,7289,2842,7.2,11.58,26.02,18.99,7.65,60.97,26.17,22.21,14.29,28.66,6.43,30.25,9.26,7.94,3.2,77.91,74.23,85.28,76.74,66.94,72.38,654,2.15,2901,6.93,10.69,18.41,25.23,0.5,0.78,1.34,1.83,82.55,2.85,5.35,3.97,2.69,2.88,2.25,74.19,2.08,42.75,3,794,94.86,69.2,2.02,31.49,1959,1.9,0.1,126000,151300,178800,52800,328,517,615,287,567,26,23.5,14.3,0,0,7.25,79.82,65.72,90.23,94.71,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,23.2,1722.8,1.8,?,?,?,?,0,?,2,4.86,20,48.56,43,104.4,85,206.38,258,626.41,1003,2435.23,659,1600.02,8,19.42,364.19,4681.09
Florissantcity,MO,?,?,1,51206,2.67,4.06,95.02,0.52,0.96,11.99,25.49,11.43,12.5,51206,100,36809,81.92,0.63,53.17,27,3.13,21.07,41653,14914,15014,12346,22135,15347,16958,14330,1657,3.29,7.89,19.75,16.32,3.5,65.89,23.61,19.66,12.05,24.92,7.52,26.27,10.63,9.17,3.06,80.26,78.25,91.2,83.66,66.17,71.67,531,1.26,698,12.18,12.18,17.91,23.5,0.17,0.17,0.24,0.32,96.94,0.38,3.64,2.76,2.61,2.75,2.12,82.95,1.36,31.13,3,620,96.87,78.99,0.16,20.65,1961,0.28,0.27,59900,67200,74500,14600,358,411,494,136,492,24.3,15.6,11.4,0,0,1.36,75.1,67.8,87.48,93.14,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.6,4843.5,1.02,?,?,?,?,0,?,0,0,6,11.57,37,71.37,50,96.44,205,395.4,1055,2034.87,108,208.31,11,21.22,179.38,2659.8
WestFargocity,ND,17,84780,1,12287,2.77,0.1,98.54,0.21,0.72,15.72,28.99,13.12,5.31,12287,100,29661,88.74,1.74,37.71,16.86,3.85,7.64,33274,11389,11444,700,8964,888,10044,12176,911,7.44,7.3,14.45,14.91,4.1,78.26,11.37,20.77,14.69,18.74,7.9,28.37,12.01,9.98,3.28,79.91,81.08,93.35,81.56,81.02,86.43,113,1.29,100,0,0,0,7,0,0,0,0.06,96.38,0.36,3.47,2.62,2.77,3.15,2.11,72.53,2.14,41.43,3,144,96.85,63.93,1.39,24.31,1973,1.94,0.15,51500,64000,76100,24600,229,298,347,118,338,23.4,21.3,12.7,0,0,0.81,65.68,51.87,80.82,89.87,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7.3,1674.9,0.05,?,?,?,?,0,?,0,0,4,28.91,0,0,2,14.46,72,520.42,344,2486.45,29,209.61,6,43.37,43.37,3259.85
